Timestep,Consumption,Power
15416,4.076639137,16.30655655
15417,4.077237262,16.30894905
15418,4.077760621,16.31104248
15419,4.078358746,16.31343498
15420,4.078882105,16.31552842
15421,4.07948023,16.31792092
15422,4.08000359,16.32001436
15423,4.080601715,16.32240686
15424,4.081125074,16.3245003
15425,4.081723199,16.3268928
15426,4.082246558,16.32898623
15427,4.082844683,16.33137873
15428,4.083343121,16.33337248
15429,4.081731598,16.32692639
15430,4.080020388,16.32008155
15431,4.077881375,16.3115255
15432,4.076170164,16.30468066
15433,4.076989959,16.30795984
15434,4.078237557,16.31295023
15435,4.079797054,16.31918822
15436,4.081044652,16.32417861
15437,4.074993075,16.2999723
15438,4.410633614,17.64253446
15439,4.402679269,17.61071708
15440,4.396315793,17.58526317
15441,4.395104366,17.58041747
15442,4.395483808,17.58193523
15443,4.395958111,17.58383244
15444,4.396337553,17.58535021
15445,1.397685885,5.590743539
15446,1.398939356,5.595757423
15447,1.400506195,5.602024779
15448,1.401759666,5.607038663
15449,1.415375173,5.661500693
15450,1.428677313,5.714709252
15451,1.445304988,5.78121995
15452,1.458607127,5.834428509
15453,1.484122771,5.936491083
15454,1.50631288,6.025251518
15455,1.534050515,6.136202061
15456,1.557350129,6.229400518
15457,1.556027636,6.224110546
15458,1.546342578,6.185370314
15459,1.541500049,6.166000198
15460,1.531814992,6.127259966
15461,1.526972463,6.10788985
15462,1.514552283,6.058209133
15463,1.502132104,6.008528417
15464,1.495922015,5.983688058
15465,1.489711925,5.9588477
15466,1.483343526,5.933374106
15467,1.476975128,5.907900511
15468,1.473790929,5.895163714
15469,1.470606729,5.882426917
15470,1.477657153,5.910628611
15471,1.481182365,5.924729459
15472,1.488232788,5.952931153
15473,1.491758,5.967032
15474,1.203790409,4.815161637
15475,1.230789292,4.923157167
15476,1.284787057,5.139148227
15477,1.311785939,5.247143757
15478,1.41939793,5.677591718
15479,1.473203925,5.892815699
15480,1.580815915,6.323263659
15481,4.63462191,18.53848764
15482,4.730897599,18.9235904
15483,4.779035444,19.11614178
15484,4.875311134,19.50124454
15485,4.923448979,19.69379591
15486,4.994725929,19.97890372
15487,5.066002879,20.26401152
15488,5.101641354,20.40656542
15489,5.165850803,20.66340321
15490,5.161779049,20.64711619
15491,5.15363554,20.61454216
15492,5.149563786,20.59825514
15493,5.122906772,20.49162709
15494,5.074682437,20.29872975
15495,5.05057027,20.20228108
15496,5.002345935,20.00938374
15497,4.99047063,19.96188252
15498,4.966720021,19.86688008
15499,4.954844716,19.81937887
15500,4.931094107,19.72437643
15501,4.912746727,19.65098691
15502,4.876051966,19.50420786
15503,4.857704585,19.43081834
15504,4.827890092,19.31156037
15505,4.549334701,18.1973388
15506,4.500424127,18.00169651
15507,4.402602981,17.61041192
15508,4.372033872,17.48813549
15509,4.323275843,17.29310337
15510,4.274517813,17.09807125
15511,4.250138799,17.00055519
15512,4.225759784,16.90303914
15513,4.225223766,16.90089506
15514,4.224687748,16.89875099
15515,4.224419739,16.89767896
15516,4.22415173,16.89660692
15517,4.249558036,16.99823214
15518,4.262261188,17.04904475
15519,4.287667494,17.15066997
15520,4.300370646,17.20148259
15521,4.331358955,17.32543582
15522,4.346853109,17.38741244
15523,4.377841418,17.51136567
15524,4.393335572,17.57334229
15525,4.403472486,17.61388994
15526,4.408540943,17.63416377
15527,4.418677857,17.67471143
15528,4.423746314,17.69498526
15529,4.382409674,17.5296387
15530,4.361760684,17.44704274
15531,4.320462704,17.28185082
15532,4.299813714,17.19925485
15533,4.245551052,16.98220421
15534,4.560423736,18.24169494
15535,4.506161074,18.0246443
15536,4.479029743,17.91611897
15537,4.486896035,17.94758414
15538,4.490829181,17.96331672
15539,4.498695472,17.99478189
15540,4.502628618,18.01051447
15541,1.51049491,6.04197964
15542,1.514428056,6.057712223
15543,1.522294347,6.08917739
15544,1.526227493,6.104909973
15545,1.534093785,6.13637514
15546,1.538026931,6.152107724
15547,1.545893223,6.183572891
15548,1.549826368,6.199305474
15549,1.555726087,6.222904349
15550,1.555826604,6.223306415
15551,1.55592712,6.22370848
15552,1.555977378,6.223909513
15553,1.556027636,6.224110546
15554,1.546342578,6.185370314
15555,1.541500049,6.166000198
15556,1.531814992,6.127259966
15557,1.526972463,6.10788985
15558,1.514552283,6.058209133
15559,1.502132104,6.008528417
15560,1.495922015,5.983688058
15561,1.489711925,5.9588477
15562,1.483343526,5.933374106
15563,1.476975128,5.907900511
15564,1.473790929,5.895163714
15565,1.470606729,5.882426917
15566,1.477657153,5.910628611
15567,1.481182365,5.924729459
15568,1.488232788,5.952931153
15569,1.491758,5.967032
15570,1.203790409,4.815161637
15571,1.230789292,4.923157167
15572,1.284787057,5.139148227
15573,1.311785939,5.247143757
15574,1.41939793,5.677591718
15575,1.473203925,5.892815699
15576,1.580815915,6.323263659
15577,4.63462191,18.53848764
15578,4.730897599,18.9235904
15579,4.779035444,19.11614178
15580,4.875311134,19.50124454
15581,4.923448979,19.69379591
15582,4.994725929,19.97890372
15583,5.066002879,20.26401152
15584,5.101641354,20.40656542
15585,5.165850803,20.66340321
15586,5.161779049,20.64711619
15587,5.15363554,20.61454216
15588,5.149563786,20.59825514
15589,5.132068431,20.52827372
15590,5.13487732,20.53950928
15591,5.156852026,20.62740811
15592,5.146366474,20.58546589
15593,5.271836409,21.08734563
15594,5.301108608,21.20443443
15595,5.357419913,21.42967965
15596,5.375361527,21.50144611
15597,5.372606113,21.49042445
15598,5.341075546,21.36430218
15599,5.329075559,21.31630223
15600,5.300482461,21.20192984
15601,4.916889683,19.66755873
15602,4.817783127,19.27113251
15603,4.654133317,18.61653327
15604,4.553082376,18.2123295
15605,4.510631074,18.0425243
15606,4.480773359,17.92309343
15607,4.423810721,17.69524288
15608,4.480367231,17.92146892
15609,4.508269249,18.033077
15610,4.604448592,18.41779437
15611,4.657385482,18.62954193
15612,4.703632366,18.81452946
15613,4.74677229,18.98708916
15614,4.764107799,19.0564312
15615,4.79019777,19.16079108
15616,4.79655167,19.18620668
15617,4.788755732,19.15502293
15618,4.758588151,19.0343526
15619,4.746899327,18.98759731
15620,4.71491798,18.85967192
15621,4.688446634,18.75378654
15622,4.657657935,18.63063174
15623,4.418677857,17.67471143
15624,4.423746314,17.69498526
15625,4.382409674,17.5296387
15626,4.361760684,17.44704274
15627,4.320462704,17.28185082
15628,4.299813714,17.19925485
15629,4.245551052,16.98220421
15630,4.560423736,18.24169494
15631,4.506161074,18.0246443
15632,4.479029743,17.91611897
15633,4.486896035,17.94758414
15634,4.490829181,17.96331672
15635,4.498695472,17.99478189
15636,4.502628618,18.01051447
15637,1.51049491,6.04197964
15638,1.514428056,6.057712223
15639,1.522294347,6.08917739
15640,1.526227493,6.104909973
15641,1.534093785,6.13637514
15642,1.538026931,6.152107724
15643,1.545893223,6.183572891
15644,1.549826368,6.199305474
15645,1.555726087,6.222904349
15646,1.555826604,6.223306415
15647,1.55592712,6.22370848
15648,1.555977378,6.223909513
15649,1.556027636,6.224110546
15650,1.546342578,6.185370314
15651,1.541500049,6.166000198
15652,1.531814992,6.127259966
15653,1.526972463,6.10788985
15654,1.514552283,6.058209133
15655,1.502132104,6.008528417
15656,1.495922015,5.983688058
15657,1.489711925,5.9588477
15658,1.483343526,5.933374106
15659,1.476975128,5.907900511
15660,1.473790929,5.895163714
15661,1.470606729,5.882426917
15662,1.477657153,5.910628611
15663,1.481182365,5.924729459
15664,1.488232788,5.952931153
15665,1.491758,5.967032
15666,1.203790409,4.815161637
15667,1.230789292,4.923157167
15668,1.284787057,5.139148227
15669,1.311785939,5.247143757
15670,1.41939793,5.677591718
15671,1.475670936,5.902683743
15672,1.598857844,6.395431375
15673,4.68047335,18.7218934
15674,4.87269021,19.49076084
15675,4.969634438,19.87853775
15676,5.18779379,20.75117516
15677,5.303893447,21.21557379
15678,5.450944773,21.80377909
15679,5.585790189,22.34316076
15680,5.666888323,22.66755329
15681,5.781466359,23.12586544
15682,5.794734899,23.1789396
15683,5.797903422,23.19161369
15684,5.798468396,23.19387358
15685,5.775238729,23.10095492
15686,5.744799569,22.97919828
15687,5.740756688,22.96302675
15688,5.70720983,22.82883932
15689,5.721559573,22.88623829
15690,5.714981931,22.85992772
15691,5.725552948,22.90221179
15692,5.724235945,22.89694378
15693,5.722394101,22.88957641
15694,5.695707409,22.78282964
15695,5.686527478,22.74610991
15696,5.660854493,22.64341797
15697,5.319472299,21.2778892
15698,5.244458398,20.97783359
15699,5.109262447,20.43704979
15700,5.055858742,20.22343497
15701,4.986801976,19.9472079
15702,4.922268659,19.68907464
15703,4.886516338,19.54606535
15704,4.852657499,19.41062999
15705,4.852768886,19.41107554
15706,4.852893314,19.41157326
15707,4.850782648,19.40313059
15708,4.846673836,19.38669534
15709,4.873549848,19.49419939
15710,4.884730154,19.53892062
15711,4.909458761,19.63783504
15712,4.91844991,19.67379964
15713,4.938683777,19.75473511
15714,4.939951137,19.75980455
15715,4.957839455,19.83135782
15716,4.95611269,19.82445076
15717,4.947937686,19.79175074
15718,4.933606298,19.73442519
15719,4.418677857,17.67471143
15720,4.423746314,17.69498526
15721,4.382409674,17.5296387
15722,4.361760684,17.44704274
15723,4.320462704,17.28185082
15724,4.299813714,17.19925485
15725,4.245551052,16.98220421
15726,4.560423736,18.24169494
15727,4.506161074,18.0246443
15728,4.479029743,17.91611897
15729,4.486896035,17.94758414
15730,4.490829181,17.96331672
15731,4.498695472,17.99478189
15732,4.502628618,18.01051447
15733,1.51049491,6.04197964
15734,1.514428056,6.057712223
15735,1.522294347,6.08917739
15736,1.526227493,6.104909973
15737,1.534093785,6.13637514
15738,1.538026931,6.152107724
15739,1.545893223,6.183572891
15740,1.549826368,6.199305474
15741,1.555726087,6.222904349
15742,1.555826604,6.223306415
15743,1.55592712,6.22370848
15744,1.555977378,6.223909513
15745,1.556027636,6.224110546
15746,1.546342578,6.185370314
15747,1.541500049,6.166000198
15748,1.531814992,6.127259966
15749,1.526972463,6.10788985
15750,1.514552283,6.058209133
15751,1.502132104,6.008528417
15752,1.495922015,5.983688058
15753,1.489711925,5.9588477
15754,1.483343526,5.933374106
15755,1.476975128,5.907900511
15756,1.473790929,5.895163714
15757,1.470606729,5.882426917
15758,1.477657153,5.910628611
15759,1.481182365,5.924729459
15760,1.49109218,5.964368719
15761,1.49246249,5.969849959
15762,1.203790409,4.815161637
15763,1.230789292,4.923157167
15764,1.285980466,5.143921863
15765,1.311785939,5.247143757
15766,1.42371789,5.69487156
15767,1.480553501,5.922214003
15768,1.600333745,6.40133498
15769,4.676555361,18.70622144
15770,4.795123412,19.18049365
15771,4.882361945,19.52944778
15772,5.039265613,20.15706245
15773,5.139640402,20.55856161
15774,5.284477641,21.13791056
15775,5.490398514,21.96159406
15776,5.597953967,22.39181587
15777,5.728689029,22.91475612
15778,5.758874879,23.03549952
15779,5.777369737,23.10947895
15780,5.794244346,23.17697738
15781,5.778937605,23.11575042
15782,5.753668563,23.01467425
15783,5.755480084,23.02192033
15784,5.729000514,22.91600206
15785,5.742538031,22.97015212
15786,5.733851579,22.93540631
15787,5.737819572,22.95127829
15788,5.725970328,22.90388131
15789,5.714962134,22.85984853
15790,5.681395833,22.72558333
15791,5.667674322,22.67069729
15792,5.639731444,22.55892578
15793,5.289868065,21.15947226
15794,5.201293439,20.80517375
15795,5.049086667,20.19634667
15796,4.974209015,19.89683606
15797,4.887414399,19.5496576
15798,4.804733702,19.21893481
15799,4.750787612,19.00315045
15800,4.699328205,18.79731282
15801,4.684436678,18.73774671
15802,4.671427891,18.68571157
15803,4.660254947,18.64101979
15804,4.651642392,18.60656957
15805,4.676480987,18.70592395
15806,4.688090482,18.75236193
15807,4.714990949,18.85996379
15808,4.727428371,18.90971348
15809,4.749865013,18.99946005
15810,4.753885844,19.01554338
15811,4.774361104,19.09744442
15812,4.774666709,19.09866684
15813,4.768340559,19.07336224
15814,4.75449434,19.01797736
15815,4.418677857,17.67471143
15816,4.423746314,17.69498526
15817,4.382409674,17.5296387
15818,4.361760684,17.44704274
15819,4.320462704,17.28185082
15820,4.299813714,17.19925485
15821,4.245551052,16.98220421
15822,4.560423736,18.24169494
15823,4.506161074,18.0246443
15824,4.479029743,17.91611897
15825,4.486896035,17.94758414
15826,4.490829181,17.96331672
15827,4.498695472,17.99478189
15828,4.502628618,18.01051447
15829,1.51049491,6.04197964
15830,1.514428056,6.057712223
15831,1.522294347,6.08917739
15832,1.526227493,6.104909973
15833,1.534093785,6.13637514
15834,1.538026931,6.152107724
15835,1.545893223,6.183572891
15836,1.549826368,6.199305474
15837,1.555726087,6.222904349
15838,1.555826604,6.223306415
15839,1.55592712,6.22370848
15840,1.555977378,6.223909513
15841,1.556027636,6.224110546
15842,1.546342578,6.185370314
15843,1.541500049,6.166000198
15844,1.531814992,6.127259966
15845,1.526972463,6.10788985
15846,1.514552283,6.058209133
15847,1.502132104,6.008528417
15848,1.495922015,5.983688058
15849,1.489711925,5.9588477
15850,1.483343526,5.933374106
15851,1.476975128,5.907900511
15852,1.473790929,5.895163714
15853,1.470606729,5.882426917
15854,1.477657153,5.910628611
15855,1.481182365,5.924729459
15856,1.488232788,5.952931153
15857,1.491758,5.967032
15858,1.203790409,4.815161637
15859,1.230789292,4.923157167
15860,1.284787057,5.139148227
15861,1.311785939,5.247143757
15862,1.41939793,5.677591718
15863,1.473848678,5.895394711
15864,1.58354912,6.334196478
15865,4.648630445,18.59452178
15866,4.757460466,19.02984187
15867,4.826171481,19.30468592
15868,4.964618619,19.85847448
15869,5.093003222,20.37201289
15870,5.226765389,20.90706156
15871,5.40967331,21.63869324
15872,5.501793494,22.00717397
15873,5.602896094,22.41158438
15874,5.603272793,22.41309117
15875,5.592801772,22.37120709
15876,5.584293024,22.3371721
15877,5.535785565,22.14314226
15878,5.479925178,21.91970071
15879,5.452810343,21.81124137
15880,5.398960478,21.59584191
15881,5.405107624,21.6204305
15882,5.390214368,21.56085747
15883,5.39772443,21.59089772
15884,5.400683954,21.60273582
15885,5.436161304,21.74464522
15886,5.46103879,21.84415516
15887,5.509273081,22.03709233
15888,5.542276955,22.16910782
15889,5.245072595,20.98029038
15890,5.217137306,20.86854923
15891,5.1229561,20.4918244
15892,5.106480411,20.42592165
15893,5.0667525,20.26701
15894,5.027475123,20.10990049
15895,5.012724715,20.05089886
15896,4.998149675,19.9925987
15897,5.015998755,20.06399502
15898,5.032304257,20.12921703
15899,5.044730014,20.17892006
15900,5.053531098,20.21412439
15901,5.077991602,20.31196641
15902,5.086142652,20.34457061
15903,5.107994475,20.4319779
15904,5.113322028,20.45328811
15905,5.145144068,20.58057627
15906,5.157774128,20.63109651
15907,5.1881539,20.7526156
15908,5.198500788,20.79400315
15909,5.185719157,20.74287663
15910,5.166661038,20.66664415
15911,4.418677857,17.67471143
15912,4.423746314,17.69498526
15913,4.382409674,17.5296387
15914,4.361760684,17.44704274
15915,4.320462704,17.28185082
15916,4.299813714,17.19925485
15917,4.245551052,16.98220421
15918,4.560423736,18.24169494
15919,4.506161074,18.0246443
15920,4.479029743,17.91611897
15921,4.486896035,17.94758414
15922,4.490829181,17.96331672
15923,4.498695472,17.99478189
15924,4.502628618,18.01051447
15925,1.51049491,6.04197964
15926,1.514428056,6.057712223
15927,1.522294347,6.08917739
15928,1.526227493,6.104909973
15929,1.534093785,6.13637514
15930,1.538026931,6.152107724
15931,1.545893223,6.183572891
15932,1.549826368,6.199305474
15933,1.555726087,6.222904349
15934,1.555826604,6.223306415
15935,1.55592712,6.22370848
15936,1.555977378,6.223909513
15937,1.658732791,6.634931163
15938,1.658354263,6.633417053
15939,1.663448481,6.653793923
15940,1.597224761,6.388899045
15941,1.562432303,6.249729211
15942,1.560753029,6.243012116
15943,1.558833859,6.235335436
15944,1.557234551,6.228938202
15945,1.663484522,6.653938087
15946,1.663490087,6.653960347
15947,1.663496447,6.653985788
15948,1.656182342,6.624729369
15949,1.656173535,6.624694139
15950,1.64879876,6.595195038
15951,1.656139957,6.624559829
15952,1.582025986,6.328103944
15953,1.552857932,6.211431727
15954,1.211341347,4.845365386
15955,1.48788423,5.95153692
15956,1.374405426,5.497621705
15957,1.547200832,6.188803326
15958,1.508472057,6.033888226
15959,1.510530653,6.04212261
15960,1.514523235,6.058092938
15961,4.535758121,18.14303249
15962,4.559774053,18.23909621
15963,4.58333575,18.333343
15964,4.669399922,18.67759969
15965,4.49295186,17.97180744
15966,4.580486392,18.32194557
15967,4.631897231,18.52758893
15968,4.720555502,18.88222201
15969,4.761233016,19.04493206
15970,4.84001182,19.36004728
15971,5.157722079,20.63088832
15972,5.220950887,20.88380355
15973,5.238374521,20.95349808
15974,5.233105646,20.93242258
15975,5.2703632,21.0814528
15976,5.289505465,21.15802186
15977,5.298255799,21.1930232
15978,5.282032122,21.12812849
15979,5.303096198,21.21238479
15980,5.298551398,21.19420559
15981,5.304348689,21.21739476
15982,5.284275907,21.13710363
15983,5.307318315,21.22927326
15984,5.307329871,21.22931948
15985,5.320274081,21.28109632
15986,5.31777646,21.27110584
15987,5.351692089,21.40676836
15988,5.369221717,21.47688687
15989,5.40234426,21.60937704
15990,5.420975679,21.68390272
15991,5.473103964,21.89241586
15992,5.509296229,22.03718492
15993,5.534606747,22.13842699
15994,5.55876411,22.23505644
15995,5.58081031,22.32324124
15996,5.600958374,22.4038335
15997,5.614832757,22.45933103
15998,5.626537363,22.50614945
15999,5.635971672,22.54388669
16000,5.628352114,22.51340845
16001,5.623874553,22.49549821
16002,5.602418691,22.40967476
16003,5.606152905,22.42461162
16004,5.57760928,22.31043712
16005,5.570230414,22.28092166
16006,5.532305621,22.12922248
16007,5.522533136,22.09013254
16008,5.482116665,21.92846666
16009,5.459289227,21.83715691
16010,5.421940477,21.68776191
16011,5.398510165,21.59404066
16012,5.359183701,21.4367348
16013,5.304299865,21.21719946
16014,5.587130897,22.34852359
16015,4.663901643,18.65560657
16016,4.663906943,18.65562777
16017,4.663913568,18.65565427
16018,4.663918868,18.65567547
16019,4.663925493,18.65570197
16020,4.663930793,18.65572317
16021,1.663937419,6.655749675
16022,1.663942719,6.655770875
16023,1.663949344,6.655797376
16024,1.663954644,6.655818576
16025,1.663961269,6.655845077
16026,1.663966569,6.655866278
16027,1.663973195,6.655892778
16028,1.663978495,6.655913979
16029,1.649458125,6.597832502
16030,1.634936431,6.539745724
16031,1.616784313,6.467137253
16032,1.601669304,6.406677217
16033,1.400528923,5.602115691
16034,1.402110038,5.60844015
16035,1.388936277,5.555745107
16036,1.57070988,6.282839518
16037,1.678715848,6.714863391
16038,1.696251785,6.78500714
16039,1.715950579,6.863802316
16040,1.732410577,6.929642309
16041,1.392325652,5.569302607
16042,1.392849011,5.571396045
16043,1.393447136,5.573788545
16044,1.416601184,5.666404735
16045,1.415266766,5.661067064
16046,1.430690643,5.722762571
16047,1.410590622,5.642362489
16048,1.519760054,6.079040218
16049,1.567390104,6.269560416
16050,1.230582657,4.922330628
16051,1.237078367,4.948313468
16052,1.117577006,4.470308024
16053,1.057025621,4.228102484
16054,1.057524059,4.230096234
16055,1.058147105,4.232588422
16056,1.058645543,4.234582172
16057,4.05926859,16.23707436
16058,4.059767027,16.23906811
16059,4.060390074,16.2415603
16060,4.060888512,16.24355405
16061,4.214000979,16.85600392
16062,4.222177014,16.88870805
16063,4.250099263,17.00039705
16064,4.255342307,17.02136923
16065,4.285136247,17.14054499
16066,4.298335524,17.1933421
16067,4.152033485,16.60813394
16068,4.182905651,16.73162261
16069,4.186958185,16.74783274
16070,4.226188865,16.90475546
16071,4.26654102,17.06616408
16072,4.314340585,17.25736234
16073,4.348060567,17.39224227
16074,4.382563181,17.53025272
16075,4.413524961,17.65409984
16076,4.443032791,17.77213116
16077,4.47098156,17.88392624
16078,4.538862188,18.15544875
16079,4.573137638,18.29255055
16080,4.608980731,18.43592292
16081,4.637214574,18.5488583
16082,4.658531631,18.63412653
16083,4.67432714,18.69730856
16084,4.688391542,18.75356617
16085,4.695247768,18.78099107
16086,4.702892365,18.81156946
16087,4.709751953,18.83900781
16088,4.714383207,18.85753283
16089,4.720627192,18.88250877
16090,4.724326078,18.89730431
16091,4.727073732,18.90829493
16092,4.729680027,18.91872011
16093,4.72095122,18.88380488
16094,4.710481442,18.84192577
16095,4.696517029,18.78606811
16096,4.679375574,18.7175023
16097,4.64537101,18.58148404
16098,4.60934931,18.43739724
16099,4.572591735,18.29036694
16100,4.535045486,18.14018194
16101,4.498955655,17.99582262
16102,4.49246862,17.96987448
16103,4.428216385,17.71286554
16104,4.412495612,17.64998245
16105,4.395854234,17.58341694
16106,4.381976244,17.52790498
16107,4.368625724,17.47450289
16108,4.354288252,17.41715301
16109,4.325090038,17.30036015
16110,4.631529863,18.52611945
16111,4.599158098,18.39663239
16112,4.570985007,18.28394003
16113,4.550488412,18.20195365
16114,4.533785994,18.13514398
16115,4.518621599,18.0744864
16116,4.507128736,18.02851494
16117,1.499199898,5.99679959
16118,1.491186282,5.964745126
16119,1.482541926,5.930167703
16120,1.478260843,5.913043371
16121,1.483713985,5.93485594
16122,1.485054413,5.940217654
16123,1.516823755,6.067295021
16124,1.520389664,6.081558654
16125,1.536694459,6.146777837
16126,1.575408941,6.301635765
16127,1.59580128,6.38320512
16128,1.609816625,6.439266499
16129,1.619388496,6.477553984
16130,1.585039097,6.340156386
16131,1.584051871,6.336207486
16132,1.577847255,6.31138902
16133,1.565924289,6.263697154
16134,1.55257316,6.210292639
16135,1.526281775,6.105127099
16136,1.534285653,6.137142613
16137,1.519113141,6.076452563
16138,1.502612314,6.010449257
16139,1.5092548,6.037019199
16140,1.497510806,5.990043226
16141,1.493370464,5.973481854
16142,1.497895374,5.991581494
16143,1.498989711,5.995958843
16144,3.218659943,12.87463977
16145,2.966317493,11.86526997
16146,2.401946667,9.607786668
16147,2.268534347,9.074137389
16148,2.264418307,9.05767323
16149,2.247375036,8.989500144
16150,2.390387741,9.561550964
16151,2.479588971,9.918355884
16152,2.653289639,10.61315856
16153,5.771416055,23.08566422
16154,5.925900602,23.70360241
16155,6.016581027,24.06632411
16156,6.169222026,24.6768881
16157,6.27447319,25.09789276
16158,6.409674648,25.63869859
16159,6.5453753,26.1815012
16160,6.636705679,26.54682272
16161,6.753819123,27.01527649
16162,6.771864088,27.08745635
16163,6.786600687,27.14640275
16164,6.807042178,27.22816871
16165,6.808560066,27.23424026
16166,6.80948714,27.23794856
16167,6.839988779,27.35995512
16168,6.84071702,27.36286808
16169,6.872659097,27.49063639
16170,6.874206618,27.49682647
16171,6.885442733,27.54177093
16172,6.879086985,27.51634794
16173,6.872037374,27.48814949
16174,6.842245779,27.36898311
16175,6.834075344,27.33630138
16176,6.810860975,27.2434439
16177,6.453568978,25.81427591
16178,6.373057756,25.49223102
16179,6.227887557,24.91155023
16180,6.168021991,24.67208796
16181,6.086684496,24.34673799
16182,6.011671658,24.04668663
16183,5.967639116,23.87055646
16184,5.92616409,23.70465636
16185,5.924742846,23.69897138
16186,5.924196734,23.69678693
16187,5.91839553,23.67358212
16188,5.906647978,23.62659191
16189,5.914850948,23.65940379
16190,5.905194686,23.62077875
16191,5.902883587,23.61153435
16192,5.878389516,23.51355806
16193,5.805415461,23.22166184
16194,5.708489759,22.83395903
16195,5.635276658,22.54110663
16196,5.547910941,22.19164376
16197,5.425952894,21.70381158
16198,5.304868728,21.21947491
16199,4.418677857,17.67471143
16200,4.423746314,17.69498526
16201,4.382409674,17.5296387
16202,4.361760684,17.44704274
16203,4.320462704,17.28185082
16204,4.299813714,17.19925485
16205,4.245551052,16.98220421
16206,4.560423736,18.24169494
16207,4.506161074,18.0246443
16208,4.479029743,17.91611897
16209,4.486896035,17.94758414
16210,4.490829181,17.96331672
16211,4.498695472,17.99478189
16212,4.502628618,18.01051447
16213,1.51049491,6.04197964
16214,1.514428056,6.057712223
16215,1.522294347,6.08917739
16216,1.526227493,6.104909973
16217,1.534093785,6.13637514
16218,1.538026931,6.152107724
16219,1.545893223,6.183572891
16220,1.549826368,6.199305474
16221,1.555726087,6.222904349
16222,1.555826604,6.223306415
16223,1.55592712,6.22370848
16224,1.555977378,6.223909513
16225,1.556027636,6.224110546
16226,1.546342578,6.185370314
16227,1.541500049,6.166000198
16228,1.531814992,6.127259966
16229,1.526972463,6.10788985
16230,1.514552283,6.058209133
16231,1.502132104,6.008528417
16232,1.495922015,5.983688058
16233,1.489711925,5.9588477
16234,1.483343526,5.933374106
16235,1.476975128,5.907900511
16236,1.473790929,5.895163714
16237,1.470606729,5.882426917
16238,1.477657153,5.910628611
16239,1.481182365,5.924729459
16240,1.553128754,6.212515018
16241,1.506565652,6.026262607
16242,1.242976574,4.971906297
16243,1.263434588,5.053738353
16244,1.317849745,5.27139898
16245,1.348146475,5.3925859
16246,1.467343502,5.869374007
16247,1.530881817,6.123527268
16248,1.671129663,6.684518654
16249,4.748273869,18.99309548
16250,4.880850049,19.5234002
16251,4.943559896,19.77423959
16252,5.063580426,20.2543217
16253,5.12706895,20.5082758
16254,5.21564371,20.86257484
16255,5.30466006,21.21864024
16256,5.353744168,21.41497667
16257,5.422640861,21.69056345
16258,5.407010976,21.62804391
16259,5.389953006,21.55981203
16260,5.379160033,21.51664013
16261,5.373558162,21.49423265
16262,5.361201354,21.44480541
16263,5.379133479,21.51653392
16264,5.384302054,21.53720821
16265,5.538576748,22.15430699
16266,5.620499593,22.48199837
16267,5.738316362,22.95326545
16268,5.788077103,23.15230841
16269,5.801417394,23.20566958
16270,5.780366136,23.12146454
16271,5.774658601,23.0986344
16272,5.753432911,23.01373164
16273,5.386590894,21.54636358
16274,5.297386318,21.18954527
16275,5.144759986,20.57903994
16276,5.075063615,20.30025446
16277,4.99367844,19.97471376
16278,4.91600871,19.66403484
16279,4.864729692,19.45891877
16280,4.810816805,19.24326722
16281,4.776268612,19.10507445
16282,4.757109242,19.02843697
16283,4.704936685,18.81974674
16284,4.649257506,18.59703002
16285,4.605501368,18.42200547
16286,4.544623242,18.17849297
16287,4.529622406,18.11848962
16288,4.514240102,18.05696041
16289,4.526571907,18.10628763
16290,4.522492697,18.08997079
16291,4.539198065,18.15679226
16292,4.54082475,18.163299
16293,4.543747252,18.17498901
16294,4.5418981,18.1675924
16295,4.418677857,17.67471143
16296,4.423746314,17.69498526
16297,4.382409674,17.5296387
16298,4.361760684,17.44704274
16299,4.320462704,17.28185082
16300,4.299813714,17.19925485
16301,4.245551052,16.98220421
16302,4.560423736,18.24169494
16303,4.506161074,18.0246443
16304,4.479029743,17.91611897
16305,4.486896035,17.94758414
16306,4.490829181,17.96331672
16307,4.498695472,17.99478189
16308,4.502628618,18.01051447
16309,1.51049491,6.04197964
16310,1.514428056,6.057712223
16311,1.522294347,6.08917739
16312,1.526227493,6.104909973
16313,1.534093785,6.13637514
16314,1.538026931,6.152107724
16315,1.545893223,6.183572891
16316,1.549826368,6.199305474
16317,1.555726087,6.222904349
16318,1.555826604,6.223306415
16319,1.55592712,6.22370848
16320,1.555977378,6.223909513
16321,1.556027636,6.224110546
16322,1.546342578,6.185370314
16323,1.541500049,6.166000198
16324,1.531814992,6.127259966
16325,1.526972463,6.10788985
16326,1.514552283,6.058209133
16327,1.502132104,6.008528417
16328,1.495922015,5.983688058
16329,1.489711925,5.9588477
16330,1.483343526,5.933374106
16331,1.476975128,5.907900511
16332,1.473790929,5.895163714
16333,1.470606729,5.882426917
16334,1.477657153,5.910628611
16335,1.481182365,5.924729459
16336,1.488232788,5.952931153
16337,1.491758,5.967032
16338,1.203790409,4.815161637
16339,1.230789292,4.923157167
16340,1.284787057,5.139148227
16341,1.311785939,5.247143757
16342,1.41939793,5.677591718
16343,1.473203925,5.892815699
16344,1.581768864,6.327075455
16345,4.637055445,18.54822178
16346,4.743209806,18.97283922
16347,4.791915496,19.16766199
16348,4.902180942,19.60872377
